GPST,Ax,Ay,Az,Gx,Gy,Gz
391065.33,-1.2748645,-9.6497436,0.8237586,-0.008,0.005,-0.005
391065.37,-1.2748645,-9.71839015,0.8237586,-0.006,0.018,-0.004
391065.41,-1.3337044,-9.7281968,0.83356525,-0.012,0.016,-0.007
391065.45,-1.3337044,-9.6497436,0.8825985,-0.006,-0.004,-0.013
391065.49,-1.36312435,-9.67916355,0.7943386499999999,0.002,-0.031,-0.003
391065.53,-1.26505785,-9.69877685,0.8237586,-0.003,-0.043,0.006
391065.57,-1.24544455,-9.67916355,0.8531785499999999,-0.009,-0.009,0.005
391065.61,-1.24544455,-9.6693569,0.8727918499999999,-0.01,-0.009,-0.007
391065.65,-1.24544455,-9.7085835,0.8825985,-0.008,-0.001,-0.009
391065.69,-1.28467115,-9.62032365,0.8433718999999998,-0.01,0.015,-0.002
391065.73,-1.36312435,-9.7085835,0.8237586,-0.019,0.014,-0.008
391065.77,-1.3925442999999995,-9.73800345,0.8727918499999999,-0.015,0.0,-0.005
391065.81,-1.44157755,-9.7870367,0.9022118,0.002,-0.034,-0.001
391065.85,-1.3140911,-9.7674234,0.9218251,0.031,-0.077,0.009
391065.89,-1.2160246,-9.73800345,0.8727918499999999,0.039,-0.072,0.025
391065.93,-1.1375714,-9.6693569,0.83356525,0.036,-0.06,0.01
391065.97,-1.0983448,-9.7281968,0.8924051499999999,0.026,-0.012,-0.016
391066.01,-1.14737805,-9.73800345,0.95124505,0.02,0.034,-0.036
391066.05,-1.22583125,-9.6301303,0.99047165,0.03,0.063,-0.05
391066.09,-1.32389775,-9.63993695,0.93163175,0.035,0.051,-0.047
391066.13,-1.2944778,-9.5712904,0.93163175,0.039,0.026,-0.025
391066.17,-1.3337044,-9.6497436,0.91201845,0.013,0.03,-0.019
391066.21,-1.3140911,-9.71839015,0.980665,-0.002,0.008,-0.045
391066.25,-1.2748645,-9.6889702,1.0983448,0.001,0.025,-0.003
391066.289,-1.3533177,-9.52225715,1.01008495,0.004,0.012,0.009
391066.329,-1.32389775,-9.63993695,0.9610517,-0.004,-0.011,-0.012
391066.369,-1.2944778,-9.73800345,0.95124505,-0.014,-0.011,0.006
391066.409,-1.2356379,-9.610517,1.0002783,-0.016,-0.018,0.027
391066.449,-1.1571847,-9.65955025,1.0395048999999998,-0.02,-0.014,0.013
391066.489,-1.16699135,-9.6497436,1.0591182,-0.028,0.018,-0.005
391066.529,-1.24544455,-9.6693569,0.97085835,-0.025,0.029,-0.006
391066.569,-1.28467115,-9.62032365,0.9610517,-0.041,0.026,0.001
391066.609,-1.3337044,-9.73800345,0.9414384,-0.04,0.001,-0.017
391066.649,-1.3140911,-9.610517,1.0395048999999998,-0.03,0.003,0.002
391066.689,-1.4317708999999998,-9.8654899,0.9218251,-0.03,-0.021,-0.006
391066.729,-1.3925442999999995,-9.91452315,1.0296982499999998,0.002,-0.051,-0.008
391066.769,-1.2944778,-9.67916355,1.0296982499999998,0.038,-0.078,0.022
391066.809,-1.2160246,-9.48303055,0.91201845,0.04,-0.114,0.025
391066.849,-1.1179581,-9.610517,0.8531785499999999,0.018,-0.097,-0.014
391066.889,-1.04931155,-9.65955025,0.8924051499999999,-0.019,-0.014,-0.025
391066.929,-1.12776475,-9.6301303,0.9414384,-0.042,0.068,-0.023
391066.969,-1.2552512,-9.60071035,0.99047165,-0.045,0.062,-0.03
391067.009,-1.34351105,-9.7674234,0.980665,-0.034,0.036,-0.042
391067.049,-1.3533177,-9.77723005,1.0002783,-0.019,0.017,-0.019
391067.089,-1.3337044,-9.6497436,0.9414384,-0.002,0.011,0.004
391067.129,-1.36312435,-9.6889702,0.8727918499999999,-0.016,-0.007,-0.005
391067.169,-1.28467115,-9.63993695,0.8924051499999999,-0.012,-0.055,-0.038
391067.209,-1.1866046499999998,-9.6497436,0.99047165,-0.014,-0.018,0.001
391067.249,-1.2552512,-9.855683249999998,0.9022118,-0.017,-0.014,0.002
391067.289,-1.20621795,-9.73800345,1.0395048999999998,0.003,0.015,-0.006
391067.328,-1.2356379,-9.60071035,0.93163175,0.022,-0.01,0.025
391067.368,-1.1767979999999998,-9.67916355,0.8433718999999998,0.016,-0.032,0.011
391067.408,-1.12776475,-9.65955025,0.8825985,-0.006,-0.012,-0.015
391067.448,-1.12776475,-9.65955025,0.9218251,-0.016,0.012,-0.027
391067.488,-1.1964112999999998,-9.73800345,0.980665,-0.015,0.034,-0.03
391067.528,-1.2748645,-9.81645665,0.9610517,-0.006,0.026,-0.03
391067.568,-1.2748645,-9.77723005,0.93163175,0.009,-0.004,-0.009
391067.608,-1.16699135,-9.60071035,0.93163175,0.015,-0.018,0.009
391067.648,-1.1767979999999998,-9.58109705,0.8629851999999999,0.003,-0.005,-0.001
391067.688,-1.14737805,-9.6497436,0.8629851999999999,-0.004,0.013,-0.015
391067.728,-1.2160246,-9.7085835,0.8924051499999999,-0.021,0.031,-0.009
391067.768,-1.26505785,-9.75761675,1.0002783,-0.019,0.029,-0.005
391067.808,-1.2944778,-9.6889702,1.0198915999999998,0.003,0.014,0.016
391067.848,-1.2944778,-9.71839015,0.91201845,0.008,-0.03,0.043
391067.888,-1.20621795,-9.6301303,0.8924051499999999,0.005,-0.059,0.021
391067.928,-1.1179581,-9.6301303,0.91201845,-0.01,-0.036,0.003
391067.968,-1.0983448,-9.7281968,0.93163175,-0.023,0.001,0.011
391068.008,-1.1179581,-9.7085835,1.0296982499999998,-0.025,0.051,0.003
391068.048,-1.26505785,-9.6889702,1.0002783,-0.015,0.066,-0.006
391068.088,-1.34351105,-9.77723005,0.9218251,0.001,0.023,-0.011
391068.128,-1.30428445,-9.6497436,0.9414384,0.005,0.001,0.019
391068.168,-1.34351105,-9.67916355,0.8825985,0.005,-0.025,0.001
391068.208,-1.1964112999999998,-9.6889702,0.97085835,0.011,-0.036,0.002
391068.248,-1.2356379,-9.77723005,0.8825985,0.002,-0.013,0.013
391068.288,-1.22583125,-9.60071035,0.97085835,-0.004,-0.031,-0.031
391068.327,-1.26505785,-9.6497436,0.980665,0.003,-0.031,-0.036
391068.367,-1.2748645,-9.7478101,0.9414384,0.008,-0.029,-0.014
391068.407,-1.2552512,-9.6497436,0.93163175,0.005,-0.013,-0.001
391068.447,-1.2356379,-9.6301303,0.9610517,-0.008,-0.001,-0.001
391068.487,-1.2356379,-9.6301303,1.0395048999999998,-0.021,0.018,-0.025
391068.527,-1.28467115,-9.7281968,1.04931155,-0.017,0.053,-0.019
391068.567,-1.4023509499999998,-9.67916355,0.99047165,-0.011,0.042,-0.013
391068.607,-1.3827376499999997,-9.7281968,1.0002783,-0.009,0.015,-0.01
391068.647,-1.32389775,-9.54187045,1.01008495,0.0,0.0,0.016
391068.687,-1.34351105,-9.65955025,0.9610517,-0.011,-0.019,0.01
391068.727,-1.32389775,-9.71839015,0.99047165,-0.014,-0.032,-0.028
391068.767,-1.26505785,-9.7674234,1.0591182,-0.007,0.0,0.01
391068.807,-1.30428445,-9.7085835,0.980665,0.002,-0.003,0.017
391068.847,-1.2356379,-9.6301303,1.0002783,0.001,-0.03,-0.019
391068.887,-1.16699135,-9.63993695,1.0002783,-0.001,-0.022,-0.012
391068.927,-1.1866046499999998,-9.6497436,0.9414384,-0.007,-0.006,-0.017
391068.967,-1.14737805,-9.6301303,1.0296982499999998,-0.013,0.035,-0.015
391069.007,-1.2356379,-9.7478101,0.99047165,-0.022,0.072,-0.001
391069.047,-1.34351105,-9.6301303,0.9610517,-0.008,0.026,-0.051
391069.087,-1.26505785,-9.75761675,1.0002783,-0.009,0.009,-0.025
391069.127,-1.3533177,-9.6497436,0.9218251,-0.002,-0.007,-0.025
391069.167,-1.30428445,-9.62032365,0.99047165,-0.012,-0.035,-0.035
391069.207,-1.24544455,-9.80665,0.95124505,-0.009,-0.038,-0.021
391069.247,-1.1767979999999998,-9.7478101,1.0198915999999998,-0.009,-0.005,0.01
391069.287,-1.1179581,-9.6889702,0.95124505,-0.008,0.002,0.002
391069.327,-1.10815145,-9.58109705,0.980665,-0.009,0.033,-0.005
391069.366,-1.2552512,-9.590903699999998,0.83356525,-0.022,0.025,-0.04
391069.406,-1.20621795,-9.79684335,0.9022118,-0.034,-0.047,-0.038
391069.446,-1.1767979999999998,-9.63993695,0.97085835,-0.021,-0.054,-0.031
391069.486,-1.10815145,-9.71839015,0.9610517,-0.008,-0.039,-0.023
391069.526,-1.04931155,-9.77723005,0.9414384,-0.01,-0.021,0.01
391069.566,-1.0296982499999998,-9.65955025,0.9610517,-0.009,0.03,-0.003
391069.606,-1.0983448,-9.7674234,0.9218251,-0.013,0.046,-0.023
391069.646,-1.1571847,-9.6889702,0.8825985,-0.003,0.011,-0.033
391069.686,-1.14737805,-9.7674234,0.91201845,0.006,0.003,-0.021
391069.726,-1.14737805,-9.73800345,0.8924051499999999,0.011,0.006,-0.009
391069.766,-1.12776475,-9.6889702,0.8825985,0.013,0.003,-0.003
391069.806,-1.04931155,-9.65955025,0.91201845,0.009,-0.011,0.004
391069.846,-1.01008495,-9.6889702,0.9218251,0.003,0.022,-0.005
391069.886,-1.01008495,-9.6693569,0.97085835,0.0,0.051,-0.017
391069.926,-1.12776475,-9.73800345,0.8825985,-0.007,0.091,-0.02
391069.966,-1.20621795,-9.7281968,0.9414384,-0.009,0.052,-0.027
391070.006,-1.2160246,-9.7281968,0.95124505,-0.003,0.055,-0.009
391070.046,-1.2356379,-9.75761675,0.8924051499999999,0.002,0.003,0.007
391070.086,-1.1375714,-9.67916355,0.93163175,0.001,0.002,0.007
391070.126,-1.14737805,-9.590903699999998,0.8924051499999999,0.009,-0.027,-0.001
391070.166,-1.0296982499999998,-9.63993695,0.9218251,0.004,-0.019,-0.0
391070.206,-1.0591182,-9.71839015,0.8825985,-0.015,0.023,-0.001
391070.246,-1.0983448,-9.69877685,0.9414384,-0.03,0.028,-0.022
391070.286,-1.1571847,-9.77723005,1.0198915999999998,-0.022,0.048,-0.023
391070.326,-1.2160246,-9.75761675,1.0198915999999998,0.008,0.054,0.013
391070.365,-1.32389775,-9.71839015,0.8629851999999999,0.021,0.011,0.023
391070.405,-1.2748645,-9.7085835,0.8629851999999999,0.019,-0.068,0.007
391070.445,-1.1375714,-9.5712904,0.9414384,0.012,-0.054,0.023
391070.485,-1.12776475,-9.73800345,0.8629851999999999,0.015,-0.039,0.02
391070.525,-1.0395048999999998,-9.6889702,1.0198915999999998,0.007,-0.042,-0.015
391070.565,-1.06892485,-9.67916355,1.10815145,-0.006,0.059,-0.005
391070.605,-1.32389775,-9.67916355,0.9022118,-0.005,0.021,-0.008
391070.645,-1.2356379,-9.8262633,0.95124505,0.005,-0.067,-0.014
391070.685,-1.04931155,-9.65955025,1.04931155,0.012,-0.046,0.013
391070.725,-1.0296982499999998,-9.6301303,1.0198915999999998,0.002,-0.004,-0.007
391070.765,-1.0198915999999998,-9.62032365,1.0591182,-0.007,0.042,-0.028
391070.805,-1.1866046499999998,-9.7478101,1.0198915999999998,-0.018,0.093,-0.021
391070.845,-1.30428445,-9.63993695,1.0198915999999998,-0.008,0.065,-0.016
391070.885,-1.3337044,-9.65955025,1.0002783,-0.003,0.024,-0.003
391070.925,-1.32389775,-9.6693569,1.0002783,-0.003,-0.019,-0.006
391070.965,-1.22583125,-9.71839015,1.0198915999999998,-0.006,-0.032,0.007
391071.005,-1.1866046499999998,-9.7478101,1.0296982499999998,-0.015,-0.03,0.0
391071.045,-1.12776475,-9.67916355,1.0395048999999998,-0.015,-0.042,-0.015
391071.085,-1.10815145,-9.6693569,1.0198915999999998,-0.011,-0.015,0.003
391071.125,-1.0787315,-9.5320638,0.95124505,-0.007,-0.029,0.003
391071.165,-0.980665,-9.69877685,1.0395048999999998,-0.016,0.036,0.014
391071.205,-1.08853815,-9.69877685,1.0591182,-0.028,0.129,0.028
391071.245,-1.2356379,-9.6497436,0.980665,-0.039,0.121,0.014
391071.285,-1.34351105,-9.81645665,1.0002783,-0.042,0.052,-0.019
391071.325,-1.3140911,-9.7870367,1.01008495,-0.025,0.011,-0.005
391071.365,-1.28467115,-9.610517,0.9414384,-0.001,-0.035,0.002
391071.404,-1.1375714,-9.71839015,0.95124505,0.005,-0.071,-0.007
391071.444,-1.04931155,-9.5712904,0.9414384,0.006,-0.037,-0.001
391071.484,-1.04931155,-9.73800345,0.980665,-0.021,0.013,-0.006
391071.524,-1.14737805,-9.7085835,0.99047165,-0.038,0.071,-0.031
391071.564,-1.36312435,-9.8458766,1.0198915999999998,-0.018,0.042,-0.05
391071.604,-1.3925442999999995,-9.6889702,0.980665,0.027,-0.025,-0.038
391071.644,-1.3140911,-9.77723005,0.8825985,0.048,-0.09,0.011
391071.684,-1.14737805,-9.7478101,0.8629851999999999,0.039,-0.094,0.021
391071.724,-1.0198915999999998,-9.67916355,0.9218251,0.027,-0.105,-0.002
391071.764,-0.8531785499999999,-9.5516771,1.1179581,0.024,-0.036,0.005
391071.804,-1.0002783,-9.62032365,0.93163175,0.01,0.044,-0.003
391071.844,-1.1179581,-9.63993695,0.93163175,-0.01,0.031,-0.018
391071.884,-1.2356379,-9.8851032,0.93163175,-0.014,0.018,-0.043
391071.924,-1.26505785,-10.002783,1.04931155,0.027,-0.027,0.006
391071.964,-1.1179581,-9.5712904,1.06892485,0.065,-0.066,0.099
391072.004,-1.3827376499999997,-9.44380395,0.8237586,0.036,-0.11,0.065
391072.044,-1.04931155,-9.610517,1.08853815,-0.011,-0.174,0.034
391072.084,-1.0591182,-9.326124149999998,1.26505785,-0.049,-0.003,0.195
391072.124,-1.59848395,-9.3751574,0.784532,-0.052,-0.028,0.059
391072.164,-1.34351105,-9.6693569,1.0198915999999998,-0.102,-0.13,-0.026
391072.204,-1.2748645,-9.93413645,1.14737805,-0.127,-0.025,0.013
391072.244,-1.2552512,-9.7281968,1.2944778,-0.075,0.032,0.011
391072.284,-1.4219642499999998,-9.7674234,1.0198915999999998,-0.064,0.119,-0.005
391072.324,-1.5886772999999998,-9.73800345,0.91201845,-0.044,0.042,-0.024
391072.364,-1.53964405,-9.77723005,0.95124505,-0.006,-0.019,0.009
391072.403,-1.46119085,-9.71839015,0.93163175,0.016,-0.07,0.022
391072.443,-1.28467115,-9.7085835,1.0002783,0.024,-0.076,0.002
391072.483,-1.16699135,-9.7674234,1.04931155,0.033,-0.023,-0.007
391072.523,-1.2356379,-9.610517,0.9610517,0.039,0.074,0.002
391072.563,-1.3337044,-9.46341725,0.8237586,0.015,0.066,0.0
391072.603,-1.4023509499999998,-9.5516771,0.81395195,-0.018,0.034,-0.019
391072.643,-1.4023509499999998,-9.7085835,0.8924051499999999,-0.042,0.038,-0.03
391072.683,-1.3925442999999995,-9.7478101,0.99047165,-0.054,0.033,-0.026
391072.723,-1.3533177,-9.590903699999998,1.0395048999999998,-0.037,-0.002,-0.009
391072.763,-1.46119085,-9.67916355,0.99047165,-0.026,0.022,-0.024
391072.803,-1.4317708999999998,-9.67916355,0.8825985,-0.006,-0.007,0.046
391072.843,-1.372931,-9.502643849999998,0.9022118,-0.018,-0.017,0.095
391072.883,-1.4121575999999998,-9.71839015,0.8531785499999999,-0.043,-0.03,0.039
391072.923,-1.372931,-9.80665,0.99047165,-0.042,-0.036,-0.021
391072.963,-1.46119085,-9.73800345,0.9414384,-0.029,-0.04,-0.02
391073.003,-1.4317708999999998,-9.75761675,0.7943386499999999,-0.003,-0.15,-0.03
391073.043,-1.12776475,-9.63993695,0.99047165,0.009,-0.135,-0.028
391073.083,-1.14737805,-9.65955025,0.9218251,0.0,-0.026,-0.025
391073.123,-1.2748645,-9.7085835,0.8531785499999999,0.003,0.006,-0.032
391073.163,-1.28467115,-9.67916355,0.9218251,0.0,0.024,-0.017
391073.203,-1.3827376499999997,-9.6497436,0.8433718999999998,-0.001,0.027,-0.012
391073.243,-1.3533177,-9.73800345,0.9218251,-0.001,0.005,-0.021
391073.283,-1.32389775,-9.65955025,0.9218251,0.007,0.032,0.004
391073.323,-1.36312435,-9.6497436,0.8531785499999999,-0.002,0.007,0.003
391073.363,-1.32389775,-9.5712904,0.8237586,0.003,-0.014,-0.014
391073.402,-1.30428445,-9.60071035,0.83356525,-0.018,-0.035,-0.025
391073.442,-1.1964112999999998,-9.8262633,0.93163175,-0.025,-0.005,0.004
391073.482,-1.14737805,-9.79684335,1.0787315,-0.017,0.071,-0.004
391073.522,-1.1767979999999998,-9.6693569,1.0395048999999998,0.014,0.106,-0.011
391073.562,-1.3337044,-9.5712904,0.8629851999999999,0.003,0.104,-0.033
391073.602,-1.5298374,-9.46341725,0.7158854499999999,-0.018,0.075,-0.074
391073.642,-1.59848395,-9.6889702,0.784532,-0.039,0.031,-0.062
391073.682,-1.57887065,-9.894909849999998,0.8629851999999999,-0.033,0.016,0.015
391073.722,-1.4219642499999998,-9.79684335,0.8924051499999999,0.0,-0.08,0.071
391073.762,-1.2356379,-9.5320638,0.8433718999999998,0.01,-0.116,0.052
391073.802,-1.1375714,-9.6497436,0.7551120499999999,-0.006,-0.13,-0.003
391073.842,-0.99047165,-9.73800345,0.8629851999999999,-0.013,-0.073,-0.006
391073.882,-1.0591182,-9.69877685,0.9022118,-0.017,0.01,-0.01
391073.922,-1.1866046499999998,-9.7085835,0.8531785499999999,-0.018,0.018,-0.047
391073.962,-1.1571847,-9.79684335,0.9218251,-0.016,0.016,-0.035
391074.002,-1.2160246,-9.7085835,0.9218251,-0.005,0.04,-0.035
391074.042,-1.22583125,-9.7281968,0.8531785499999999,0.011,0.056,-0.044
391074.082,-1.1964112999999998,-9.5712904,0.9218251,-0.001,0.103,-0.001
391074.122,-1.4317708999999998,-9.58109705,0.77472535,-0.014,0.109,-0.018
391074.162,-1.4808041499999998,-9.65955025,0.8727918499999999,-0.018,0.041,-0.022
391074.202,-1.55925735,-9.71839015,0.8825985,-0.014,0.019,0.021
391074.242,-1.61809725,-9.7870367,0.8433718999999998,-0.007,-0.031,0.031
391074.282,-1.4808041499999998,-9.7674234,0.7943386499999999,0.013,-0.13,0.048
391074.322,-1.12776475,-9.590903699999998,0.91201845,0.017,-0.171,0.075
391074.362,-1.0198915999999998,-9.58109705,0.91201845,-0.001,-0.104,0.023
391074.402,-0.980665,-9.71839015,0.980665,-0.019,0.007,-0.01
391074.441,-1.26505785,-9.7281968,0.8924051499999999,-0.023,0.081,-0.017
391074.481,-1.3925442999999995,-9.69877685,0.9414384,-0.013,0.073,-0.024
391074.521,-1.52003075,-9.6889702,0.8825985,-0.004,0.013,-0.024
391074.561,-1.3827376499999997,-9.75761675,0.9610517,0.017,-0.038,0.002
391074.601,-1.24544455,-9.6693569,0.9610517,0.026,0.014,0.024
391074.641,-1.1179581,-9.52225715,0.9610517,0.012,0.049,0.022
391074.681,-1.2748645,-9.54187045,0.99047165,-0.021,0.152,-0.003
391074.721,-1.6475172,-9.81645665,0.8531785499999999,-0.021,0.136,-0.043
391074.761,-1.6279039,-9.6889702,1.0198915999999998,-0.001,0.06,0.01
391074.801,-1.7946169499999998,-9.590903699999998,0.77472535,-0.001,-0.028,0.023
391074.841,-1.5886772999999998,-9.71839015,0.81395195,0.007,-0.182,-0.013
391074.881,-1.28467115,-9.6301303,0.9414384,-0.0,-0.186,0.014
391074.921,-1.22583125,-9.60071035,0.9022118,-0.01,-0.159,-0.02
391074.961,-1.12776475,-9.7085835,0.95124505,-0.019,-0.128,-0.038
391075.001,-1.1767979999999998,-9.7085835,1.0395048999999998,-0.02,-0.039,-0.015
391075.041,-1.3533177,-9.69877685,0.97085835,-0.011,-0.002,-0.022
391075.081,-1.4023509499999998,-9.7870367,0.9022118,0.001,-0.032,-0.001
391075.121,-1.34351105,-9.52225715,0.9610517,0.008,-0.056,0.021
391075.161,-1.34351105,-9.69877685,0.8531785499999999,-0.004,-0.05,-0.015
391075.201,-1.1964112999999998,-9.75761675,1.0198915999999998,-0.011,-0.036,-0.006
391075.241,-1.26505785,-9.6301303,1.08853815,-0.007,0.052,-0.006
391075.281,-1.4023509499999998,-9.63993695,0.8924051499999999,-0.003,0.023,-0.016
391075.321,-1.4023509499999998,-9.63993695,0.8727918499999999,-0.014,-0.004,-0.011
391075.361,-1.4121575999999998,-9.7085835,0.8531785499999999,-0.018,-0.018,-0.026
391075.401,-1.24544455,-9.69877685,0.95124505,-0.007,-0.034,0.007
391075.44,-1.14737805,-9.6301303,0.9610517,-0.007,0.007,0.023
391075.48,-1.1866046499999998,-9.6889702,0.8433718999999998,-0.011,0.021,-0.017
391075.52,-1.16699135,-9.69877685,0.9218251,-0.016,0.042,-0.021
391075.56,-1.32389775,-9.6889702,0.9610517,-0.018,0.079,-0.023
391075.6,-1.46119085,-9.73800345,0.91201845,-0.006,0.06,-0.019
391075.64,-1.5102240999999998,-9.7085835,0.81395195,0.011,-0.009,0.017
391075.68,-1.34351105,-9.7085835,0.8433718999999998,0.014,-0.091,0.036
391075.72,-1.10815145,-9.7281968,0.980665,0.015,-0.03,0.067
391075.76,-1.14737805,-9.5124505,0.9610517,-0.005,0.041,0.076
391075.8,-1.4317708999999998,-9.590903699999998,0.81395195,-0.038,0.03,-0.015
391075.84,-1.5298374,-9.7870367,0.8433718999999998,-0.033,-0.048,-0.026
391075.88,-1.44157755,-9.6301303,0.97085835,-0.015,-0.083,0.031
391075.92,-1.3925442999999995,-9.58109705,0.9022118,-0.013,-0.107,0.014
391075.96,-1.2748645,-9.71839015,0.980665,-0.021,-0.099,-0.001
391076.0,-1.2944778,-9.81645665,1.06892485,-0.011,-0.007,0.006
391076.04,-1.36312435,-9.63993695,1.0002783,0.012,0.015,0.016
391076.08,-1.4317708999999998,-9.5712904,0.8727918499999999,0.003,-0.01,-0.0
391076.12,-1.4023509499999998,-9.69877685,0.9022118,-0.003,-0.012,-0.021
391076.16,-1.372931,-9.7674234,1.01008495,-0.001,0.034,0.0
391076.2,-1.44157755,-9.60071035,0.97085835,0.01,0.041,-0.002
391076.24,-1.4709975,-9.62032365,0.8727918499999999,0.008,0.02,-0.003
391076.28,-1.4317708999999998,-9.71839015,0.8825985,-0.006,0.026,-0.001
391076.32,-1.372931,-9.590903699999998,1.01008495,-0.005,0.049,0.008
391076.36,-1.4317708999999998,-9.590903699999998,0.95124505,-0.012,0.035,0.003
391076.4,-1.52003075,-9.6301303,0.8924051499999999,-0.017,0.021,-0.008
391076.44,-1.5298374,-9.6693569,0.9414384,-0.022,-0.004,-0.006
391076.479,-1.4808041499999998,-9.67916355,0.93163175,-0.011,-0.036,0.005
391076.519,-1.3533177,-9.60071035,1.0002783,-0.013,-0.059,-0.002
391076.559,-1.32389775,-9.6889702,1.0002783,-0.02,-0.004,-0.027
391076.599,-1.4023509499999998,-9.73800345,0.93163175,-0.011,0.007,-0.015
391076.639,-1.3827376499999997,-9.7281968,0.9610517,-0.003,0.005,-0.004
391076.679,-1.34351105,-9.7478101,0.99047165,0.011,-0.022,-0.044
391076.719,-1.2944778,-9.52225715,1.0296982499999998,0.011,0.025,-0.073
391076.759,-1.372931,-9.3947707,0.8041453,-0.004,0.076,-0.052
391076.799,-1.3140911,-9.4536106,0.7551120499999999,-0.041,0.097,0.019
391076.839,-1.372931,-9.6497436,0.8727918499999999,-0.099,0.189,0.048
391076.879,-1.7357770499999998,-10.1204628,0.9218251,-0.088,0.174,-0.025
391076.919,-1.99074995,-9.6693569,1.0591182,-0.007,-0.012,-0.084
391076.959,-1.99074995,-9.34573745,0.6668522,0.043,-0.251,-0.083
391076.999,-1.4513842,-9.79684335,0.5687857,0.022,-0.42,0.003
391077.039,-0.9414384,-10.198916,0.7060787999999999,-0.021,-0.316,0.103
391077.079,-0.5883989999999999,-9.69877685,1.1571847,-0.031,-0.121,0.068
391077.119,-0.7060787999999999,-9.46341725,1.2356379,-0.025,0.095,-0.054
391077.159,-1.16699135,-9.58109705,0.8629851999999999,0.009,0.159,-0.069
391077.199,-1.46119085,-9.75761675,0.67665885,0.011,0.149,-0.049
391077.239,-1.55925735,-9.8851032,0.44129925,0.005,0.038,-0.002
391077.279,-1.16699135,-9.5516771,0.9022118,-0.011,-0.148,0.036
391077.319,-0.97085835,-9.3751574,1.0591182,-0.028,-0.079,-0.011
391077.359,-1.04931155,-9.7085835,1.01008495,-0.022,0.061,-0.043
391077.399,-1.30428445,-10.0223963,0.8629851999999999,-0.018,0.213,0.048
391077.439,-1.5494507,-9.73800345,0.7943386499999999,0.0,0.208,0.079
391077.478,-1.55925735,-9.5320638,0.8041453,0.006,0.082,0.024
391077.518,-1.5298374,-9.6497436,0.7256921,-0.003,-0.032,0.001
391077.558,-1.4023509499999998,-9.73800345,0.8924051499999999,-0.006,-0.035,0.007
391077.598,-1.4121575999999998,-9.7085835,0.9218251,0.003,0.056,0.019
391077.638,-1.53964405,-9.5516771,0.784532,-0.004,0.036,0.042
391077.678,-1.5494507,-9.73800345,0.8531785499999999,-0.011,-0.034,0.005
391077.718,-1.46119085,-9.7085835,0.9610517,-0.005,-0.055,-0.007
391077.758,-1.44157755,-9.610517,0.8924051499999999,-0.012,-0.065,0.004
391077.798,-1.4709975,-9.63993695,0.83356525,-0.014,-0.092,-0.029
391077.838,-1.4317708999999998,-9.71839015,0.91201845,-0.019,-0.103,-0.032
391077.878,-1.3827376499999997,-9.71839015,1.0002783,-0.005,-0.091,-0.012
391077.918,-1.32389775,-9.590903699999998,1.0198915999999998,0.007,-0.076,0.004
391077.958,-1.2944778,-9.7085835,0.91201845,0.013,-0.062,0.008
391077.998,-1.24544455,-9.71839015,0.8825985,0.008,-0.012,0.012
391078.038,-1.24544455,-9.4732239,0.9218251,-0.007,0.039,-0.004
391078.078,-1.36312435,-9.60071035,0.8433718999999998,-0.019,0.088,-0.019
391078.118,-1.5102240999999998,-9.7870367,0.8237586,-0.031,0.087,-0.025
391078.158,-1.52003075,-9.73800345,0.91201845,-0.017,0.077,-0.024
391078.198,-1.5004174499999998,-9.62032365,0.9022118,-0.002,0.047,-0.001
391078.238,-1.4513842,-9.58109705,0.83356525,-0.004,0.02,-0.009
391078.278,-1.44157755,-9.71839015,0.8433718999999998,-0.012,0.041,-0.021
391078.318,-1.5102240999999998,-9.71839015,0.8727918499999999,-0.013,0.036,-0.009
391078.358,-1.52003075,-9.69877685,0.95124505,0.0,0.021,-0.009
391078.398,-1.5102240999999998,-9.67916355,0.8531785499999999,0.014,-0.022,0.002
391078.438,-1.4121575999999998,-9.6301303,0.8237586,0.01,-0.062,0.009
391078.478,-1.3337044,-9.6693569,0.81395195,0.001,-0.05,-0.008
391078.517,-1.28467115,-9.610517,0.8727918499999999,-0.009,-0.04,-0.012
391078.557,-1.32389775,-9.65955025,0.9218251,-0.014,0.01,-0.022
391078.597,-1.4808041499999998,-9.71839015,0.81395195,-0.016,0.0,-0.038
391078.637,-1.44157755,-9.63993695,0.9414384,-0.011,-0.032,-0.027
391078.677,-1.4513842,-9.6889702,0.8531785499999999,0.0,-0.035,-0.003
391078.717,-1.3337044,-9.6889702,0.8924051499999999,0.002,-0.043,0.018
391078.757,-1.2748645,-9.6301303,0.8924051499999999,-0.002,-0.006,0.016
391078.797,-1.2944778,-9.62032365,0.8433718999999998,-0.009,-0.004,0.002
391078.837,-1.30428445,-9.67916355,0.8629851999999999,-0.015,0.012,-0.006
391078.877,-1.372931,-9.7085835,0.8433718999999998,-0.016,0.03,-0.0
391078.917,-1.36312435,-9.6693569,0.8727918499999999,-0.013,0.023,0.006
391078.957,-1.4023509499999998,-9.65955025,0.83356525,-0.012,0.018,0.0
391078.997,-1.372931,-9.7478101,0.8629851999999999,-0.009,-0.016,-0.008
391079.037,-1.30428445,-9.69877685,0.93163175,-0.001,0.005,0.008
391079.077,-1.34351105,-9.610517,0.8825985,-0.003,0.02,0.0
391079.117,-1.372931,-9.6889702,0.8531785499999999,-0.002,0.003,-0.011
