GPST,Ax,Ay,Az,Gx,Gy,Gz
391493.892,-2.3928226,-13.20955755,-1.5102240999999998,-0.341,-0.835,2.057
391493.932,-1.1866046499999998,-15.3768272,-0.5295591,-0.345,-1.63,2.467
391493.972,0.0882598499999999,-15.7887065,-0.2941994999999999,-0.086,-1.905,3.159
391494.012,0.40207265,-13.58221025,-0.04903325,-0.032,-1.733,3.739
391494.052,0.2157462999999999,-10.6892485,0.5687857,0.069,-1.462,3.948
391494.091,0.0980665,-8.306232549999999,0.32361945,0.284,-1.29,3.795
391494.131,-0.0392266,-6.668522,-0.1372931,0.388,-1.351,3.257
391494.17,-0.0882598499999999,-6.30567595,-0.0980665,0.424,-1.377,2.452
391494.21,-0.2353596,-6.7077486,0.1274864499999999,0.354,-1.159,1.504
391494.25,-0.48052585,-7.6884136,0.3726526999999999,0.117,-0.691,0.438
391494.29,-0.67665885,-8.835791649999999,0.4903325,-0.148,-0.231,-0.556
391494.33,-0.81395195,-10.20872265,0.81395195,-0.373,0.165,-1.39
391494.37,-1.1767979999999998,-11.9052731,1.0296982499999998,-0.638,0.634,-2.343
391494.41,-1.1571847,-12.101406099999998,1.8044236,-0.554,1.117,-3.195
391494.45,-0.8629851999999999,-12.758451649999998,1.55925735,-0.442,1.484,-3.506
391494.49,-0.97085835,-13.827376499999998,1.7161637499999998,-0.403,1.516,-3.527
391494.53,-1.1964112999999998,-12.2975391,1.6867437999999997,-0.076,1.381,-3.165
391494.57,-1.4808041499999998,-9.9243298,0.6472389,0.103,1.232,-2.657
391494.61,-1.7357770499999998,-8.7867584,0.7551120499999999,0.157,0.897,-2.186
391494.65,-1.95152335,-9.0613446,1.1179581,0.164,0.99,-1.86
391494.69,-2.8537351499999994,-8.26700595,0.9218251,0.153,1.119,-1.87
391494.73,-3.34406765,-8.7279185,0.8531785499999999,0.193,0.996,-2.025
391494.77,-3.28522775,-10.42446895,0.7453053999999999,0.178,0.878,-1.847
391494.81,-3.16754795,-12.17005265,0.0882598499999999,0.142,0.646,-1.101
391494.85,-3.0989014,-12.09159945,-0.55897905,-0.198,-0.056,-0.011
391494.89,-2.77528195,-13.69989005,0.55897905,-0.632,-0.496,0.822
391494.93,-2.71644205,-14.8080415,-0.44129925,-0.535,-0.769,1.51
391494.97,-1.9809433,-13.0820711,-0.7943386499999999,-0.405,-1.53,2.148
391495.01,-0.97085835,-15.46508705,-0.9610517,-0.246,-2.228,2.852
391495.05,0.196133,-15.955419549999998,-0.30400615,0.03,-2.413,3.457
391495.09,0.65704555,-13.05265115,0.7256921,0.187,-1.829,3.887
391495.129,0.2353596,-10.36562905,0.7943386499999999,0.283,-1.172,4.048
391495.169,-0.1863263499999999,-8.482752249999999,0.00980665,0.412,-0.947,3.869
391495.209,-0.55897905,-7.32556755,-0.392266,0.464,-1.143,3.212
391495.249,-0.5295591,-6.992141449999999,-0.26477955,0.542,-1.294,2.37
391495.289,-0.36284605,-6.894074949999999,0.0,0.489,-1.166,1.361
391495.329,-0.44129925,-7.8845466,0.2549728999999999,0.235,-0.704,0.36
391495.369,-0.40207265,-9.1986377,0.5197524499999999,-0.013,-0.258,-0.464
391495.409,-0.1765196999999999,-9.11037785,1.1179581,-0.229,0.13,-1.077
391495.449,-0.5982056499999999,-11.061901199999998,1.22583125,-0.452,0.69,-1.923
391495.489,-0.8433718999999998,-11.48358715,1.26505785,-0.565,1.161,-2.79
391495.529,-0.8924051499999999,-12.05237285,1.0787315,-0.517,1.244,-3.223
391495.569,-0.65704555,-14.6707484,0.8727918499999999,-0.504,1.336,-3.362
391495.609,-0.8727918499999999,-13.03303785,1.0787315,-0.449,1.427,-3.221
391495.649,-1.93191005,-9.79684335,1.16699135,-0.305,1.153,-2.995
391495.689,-2.28494945,-8.0218397,1.4808041499999998,-0.131,0.912,-2.806
391495.729,-2.50069575,-8.316039199999999,1.765197,-0.015,1.051,-2.657
391495.769,-3.0008349,-9.4536106,1.2748645,0.161,1.202,-2.451
391495.809,-3.2754211,-10.16949605,1.10815145,0.197,1.098,-2.003
391495.849,-3.20677455,-11.18938765,1.26505785,0.077,0.975,-1.144
391495.889,-3.34406765,-11.924886399999998,0.46091255,-0.107,0.672,-0.106
391495.929,-3.34406765,-12.79767825,-0.3138128,-0.317,-0.011,0.735
391495.969,-2.7850885999999995,-15.48470035,0.00980665,-0.514,-0.489,1.272
391496.009,-2.38301595,-15.3572139,-0.00980665,-0.443,-0.712,1.802
391496.049,-1.7946169499999998,-13.60182355,0.00980665,-0.401,-1.062,2.374
391496.089,-0.97085835,-14.356935599999998,-0.36284605,-0.186,-1.554,3.118
391496.128,-0.2549728999999999,-14.77862155,-0.8825985,0.131,-1.999,3.757
391496.168,0.1863263499999999,-12.79767825,-0.2549728999999999,0.29,-2.059,4.002
391496.208,0.24516625,-10.3165958,0.55897905,0.352,-1.683,3.912
391496.248,-0.02941995,-8.1787461,0.34323275,0.452,-1.282,3.49
391496.288,-0.36284605,-6.8450417,-0.1765196999999999,0.508,-1.117,2.762
391496.328,-0.4118793,-6.354709199999999,-0.36284605,0.517,-1.064,2.017
391496.368,-0.38245935,-5.79573015,0.02941995,0.432,-0.931,1.192
391496.408,-0.6276256,-6.138962899999999,0.34323275,0.212,-0.501,0.337
391496.448,-1.12776475,-7.81590005,0.36284605,-0.152,0.061,-0.638
391496.488,-1.36312435,-9.09076455,0.7551120499999999,-0.481,0.497,-1.556
391496.528,-1.63771055,-11.81701325,0.73549875,-0.664,0.761,-2.446
391496.568,-1.2748645,-12.77806495,1.1866046499999998,-0.69,1.052,-3.282
391496.608,-0.7060787999999999,-12.11121275,1.67693715,-0.659,1.343,-3.528
391496.648,-0.7453053999999999,-14.4942287,1.1866046499999998,-0.599,1.362,-3.371
391496.688,-0.50013915,-13.984282899999998,1.46119085,-0.4,1.451,-2.91
391496.728,-1.34351105,-10.6500219,1.34351105,-0.267,1.615,-2.527
391496.768,-2.61837555,-8.28661925,1.0787315,-0.092,1.418,-2.382
391496.808,-2.99102825,-8.0022264,1.2552512,0.1,1.104,-2.372
391496.848,-3.04986815,-9.0613446,1.3925442999999995,0.251,1.144,-2.402
391496.888,-3.32445435,-9.316317499999998,0.6864655000000001,0.374,1.154,-2.052
391496.928,-3.93246665,-10.071429549999998,-0.02941995,0.285,0.874,-1.29
391496.968,-4.2560861,-13.1801376,-0.5295591,0.072,0.156,-0.258
391497.008,-3.40290755,-13.87640975,0.36284605,-0.278,-0.399,0.756
391497.048,-2.6870221,-15.56315355,0.44129925,-0.62,-0.345,1.548
391497.087,-2.5105024,-14.32751565,-0.8531785499999999,-0.54,-0.803,2.263
391497.127,-1.9809433,-13.75872995,-1.22583125,-0.402,-1.836,2.718
391497.167,-0.7256921,-15.494507,-0.77472535,-0.12,-2.494,3.104
391497.207,0.1765196999999999,-14.4550021,-0.2745862,0.17,-2.392,3.413
391497.247,0.3530393999999999,-11.60126695,0.28439285,0.292,-1.851,3.532
391497.287,0.24516625,-9.2574776,0.36284605,0.37,-1.293,3.45
391497.327,-0.0,-7.32556755,0.04903325,0.435,-1.029,3.121
391497.367,-0.1372931,-6.58026215,-0.16671305,0.496,-1.034,2.61
391497.407,-0.1863263499999999,-6.354709199999999,-0.3334261,0.483,-1.051,1.985
391497.447,-0.3726526999999999,-6.776395149999999,-0.04903325,0.349,-0.86,1.151
391497.487,-0.7256921,-7.296147599999999,0.3138128,0.115,-0.429,0.19
391497.527,-1.16699135,-8.3748791,0.40207265,-0.253,0.029,-0.754
391497.567,-1.4906107999999998,-9.46341725,0.7649187,-0.541,0.327,-1.679
391497.607,-1.52003075,-12.581931949999998,0.6472389,-0.599,0.508,-2.487
391497.647,-0.83356525,-11.9444997,1.06892485,-0.611,0.72,-2.964
391497.687,-0.5883989999999999,-13.3174307,1.10815145,-0.689,0.963,-3.028
391497.727,-0.5491724,-15.249340749999998,0.9218251,-0.541,1.22,-2.963
391497.767,-0.65704555,-12.9251647,0.9218251,-0.469,1.609,-2.727
391497.807,-1.83384355,-9.42419065,1.0983448,-0.381,1.704,-2.614
391497.847,-2.7262487,-7.63938035,1.1571847,-0.114,1.38,-2.684
391497.887,-2.6085689,-8.16893945,0.8924051499999999,0.104,1.148,-2.663
391497.927,-2.7066354,-9.0025047,0.7453053999999999,0.233,1.05,-2.47
391497.967,-2.93218835,-9.4928372,0.73549875,0.239,0.917,-2.018
391498.007,-2.99102825,-10.99325465,0.6668522,0.133,0.77,-1.299
391498.047,-3.0792881,-12.3759923,-0.24516625,0.01,0.377,-0.379
391498.087,-2.6281822,-13.60182355,-0.34323275,-0.29,-0.197,0.532
391498.127,-1.765197,-16.28884565,0.02941995,-0.525,-0.373,1.406
391498.167,-1.85345685,-13.4154972,-0.20593965,-0.434,-0.626,2.184
391498.207,-1.57887065,-13.54298365,-0.57859235,-0.314,-1.415,2.778
391498.247,-0.61781895,-15.3572139,-0.4118793,0.022,-2.076,3.283
391498.287,0.1569064,-13.827376499999998,0.1274864499999999,0.266,-2.018,3.602
391498.327,0.0196133,-11.3364874,0.7649187,0.352,-1.599,3.691
391498.367,-0.2157462999999999,-9.36535075,0.6080123,0.477,-1.242,3.65
391498.407,-0.392266,-7.71783355,0.0196133,0.605,-1.231,3.417
391498.447,-0.4118793,-6.8842683,0.0196133,0.715,-1.294,2.857
391498.487,-0.5687857,-6.73716855,-0.02941995,0.712,-1.102,2.018
391498.527,-0.8727918499999999,-7.737446849999999,0.1372931,0.542,-0.692,1.006
391498.567,-1.14737805,-9.7870367,-0.0196133,0.254,-0.366,0.044
391498.607,-0.7551120499999999,-9.81645665,0.6080123,-0.033,-0.221,-0.656
391498.647,-0.784532,-11.09132115,1.0983448,-0.347,0.159,-1.395
391498.687,-0.8924051499999999,-10.8265416,1.65732385,-0.543,0.713,-2.247
391498.727,-0.55897905,-10.502922149999998,2.0201699,-0.574,1.175,-2.712
391498.767,-0.7060787999999999,-12.71922505,1.372931,-0.647,1.543,-3.037
391498.807,-1.0296982499999998,-12.6113519,1.34351105,-0.577,1.769,-3.339
391498.847,-1.4317708999999998,-10.071429549999998,1.4121575999999998,-0.403,1.764,-3.406
391498.887,-1.8044236,-8.414105699999999,1.26505785,-0.222,1.546,-3.321
391498.927,-2.02997655,-8.2964259,1.7161637499999998,-0.086,1.371,-3.141
391498.967,-2.48108245,-9.69877685,1.65732385,0.058,1.456,-2.836
391499.007,-2.9812216,-10.62060195,1.2552512,0.169,1.443,-2.264
391499.046,-3.24600115,-11.18938765,0.9414384,0.079,1.098,-1.378
391499.086,-3.26561445,-11.73856005,0.7158854499999999,-0.091,0.7,-0.398
391499.126,-3.1185147,-12.2975391,0.0588399,-0.281,0.269,0.397
391499.166,-2.61837555,-15.102241,0.02941995,-0.549,0.0,0.947
391499.206,-2.30456275,-14.8080415,-0.5491724,-0.509,-0.381,1.558
391499.246,-2.0593965,-11.7287534,-0.2941994999999999,-0.56,-1.111,2.069
391499.286,-1.4023509499999998,-14.52364865,-0.57859235,-0.389,-1.84,2.552
391499.326,-0.4903325,-14.38635555,-0.30400615,-0.042,-2.189,2.94
391499.366,0.0392266,-11.83662655,0.7453053999999999,0.116,-1.883,3.212
391499.406,-0.1176798,-10.002783,0.7943386499999999,0.196,-1.404,3.396
391499.446,-0.28439285,-8.62004535,0.32361945,0.327,-1.171,3.398
391499.486,-0.4216859499999999,-7.2373077,-0.0784532,0.441,-1.194,3.072
391499.526,-0.5687857,-6.835235049999999,-0.0392266,0.474,-1.172,2.405
391499.566,-0.9218251,-7.433440699999999,-0.0196133,0.423,-0.94,1.475
391499.606,-1.10815145,-9.11037785,0.16671305,0.261,-0.575,0.432
391499.646,-0.7551120499999999,-9.7478101,0.5099457999999999,0.02,-0.174,-0.399
391499.686,-0.61781895,-9.6693569,0.980665,-0.189,0.174,-0.98
391499.726,-1.1767979999999998,-10.7480884,0.8825985,-0.242,0.413,-1.739
391499.766,-0.7551120499999999,-10.3754357,1.3827376499999997,-0.349,0.765,-2.355
391499.806,-0.8727918499999999,-11.8072066,1.569064,-0.472,1.019,-2.615
391499.846,-1.0002783,-13.444917149999998,1.3140911,-0.44,1.238,-2.902
391499.886,-1.1571847,-11.11093445,1.4317708999999998,-0.397,1.35,-2.915
391499.926,-1.8436502,-8.414105699999999,1.5004174499999998,-0.309,1.186,-2.877
391499.966,-2.22610955,-7.560927149999999,1.4709975,-0.163,0.939,-2.889
391500.005,-2.4516625,-8.5317855,1.569064,-0.05,0.961,-2.941
391500.045,-2.81450855,-9.610517,1.5298374,0.124,1.066,-2.824
391500.084,-3.0792881,-10.3754357,1.36312435,0.159,1.13,-2.221
391500.124,-3.4617474499999994,-11.48358715,0.5982056499999999,0.075,0.75,-1.22
391500.164,-3.2754211,-12.640771849999998,-0.0882598499999999,-0.135,0.044,-0.028
391500.204,-2.38301595,-16.328072249999998,0.1274864499999999,-0.497,-0.416,0.991
391500.244,-1.2356379,-16.3574922,0.16671305,-0.453,-0.363,2.021
391500.284,-1.52003075,-13.268397449999998,-0.2549728999999999,-0.468,-0.594,2.723
391500.324,-1.14737805,-14.5726819,-0.4903325,-0.266,-1.078,3.159
391500.364,-0.55897905,-13.4743371,-0.4707192,-0.03,-1.241,3.336
391500.404,-0.3138128,-10.60098865,-0.0882598499999999,0.015,-1.242,3.349
391500.444,-0.2549728999999999,-8.89463155,0.24516625,0.072,-1.236,3.268
391500.484,-0.392266,-8.1983594,-0.02941995,0.205,-1.194,3.078
391500.524,-0.55897905,-7.67860695,-0.30400615,0.345,-1.353,2.703
391500.564,-0.5099457999999999,-7.75706015,-0.28439285,0.449,-1.366,2.172
391500.604,-0.61781895,-7.9237732,0.0588399,0.438,-1.019,1.392
391500.644,-1.0198915999999998,-8.89463155,0.2941994999999999,0.265,-0.441,0.473
391500.684,-1.16699135,-9.80665,0.4118793,0.053,-0.163,-0.371
391500.724,-1.0591182,-10.3754357,0.9610517,-0.1,-0.047,-1.032
391500.764,-1.4023509499999998,-11.826819899999998,1.08853815,-0.303,0.26,-1.938
391500.804,-0.91201845,-10.18910935,1.8240369,-0.322,0.623,-2.469
391500.844,-1.0787315,-10.83634825,1.4219642499999998,-0.417,0.819,-2.669
391500.884,-1.3827376499999997,-12.4348322,1.1767979999999998,-0.434,0.806,-2.926
391500.924,-1.4121575999999998,-10.77750835,1.8240369,-0.294,0.845,-3.032
391500.964,-1.6082906,-8.6886919,1.9024901,-0.226,1.102,-3.075
391501.003,-2.08881645,-8.09048625,1.6867437999999997,-0.14,1.175,-3.019
391501.043,-2.40262925,-9.28689755,1.4513842,0.033,1.102,-2.792
391501.083,-2.8439285,-9.6497436,1.20621795,0.161,0.928,-2.314
391501.123,-3.0596748,-9.6301303,1.55925735,0.134,0.763,-1.593
391501.163,-3.0596748,-11.120741099999998,1.2356379,0.029,0.638,-0.701
391501.203,-2.95180165,-12.660385149999998,0.3530393999999999,-0.065,0.336,0.137
391501.243,-2.6674088,-13.0624578,0.7158854499999999,-0.36,0.06,0.798
391501.283,-1.9024901,-16.632078399999997,0.26477955,-0.48,-0.034,1.469
391501.323,-1.7063570999999995,-12.17005265,0.0980665,-0.392,-0.438,2.176
391501.363,-1.5494507,-13.30762405,-0.36284605,-0.386,-1.21,2.74
391501.403,-0.9414384,-14.93552795,-0.0588399,-0.13,-1.774,3.019
391501.443,-0.26477955,-11.79739995,1.0198915999999998,0.034,-1.735,3.199
391501.483,-0.16671305,-9.11037785,1.372931,0.119,-1.424,3.282
391501.523,-0.2353596,-7.6884136,1.1179581,0.264,-1.228,3.221
391501.563,-0.36284605,-6.668522,0.784532,0.413,-1.207,2.797
391501.603,-0.4314925999999999,-6.4135491,0.5883989999999999,0.474,-1.079,2.114
391501.643,-0.6962721499999999,-7.5511205,0.4903325,0.385,-0.813,1.248
391501.683,-0.8924051499999999,-9.73800345,0.6276256,0.275,-0.487,0.253
391501.723,-0.3530393999999999,-10.97364135,1.06892485,0.114,-0.105,-0.454
391501.763,-0.57859235,-12.464252149999998,1.08853815,-0.165,0.272,-1.157
391501.803,-0.93163175,-12.6505785,1.87307015,-0.385,0.742,-2.119
391501.843,-0.196133,-11.042287899999998,2.4516625,-0.234,1.123,-2.535
391501.883,0.06864655,-10.89518815,2.0397832,-0.326,1.435,-2.481
391501.923,-1.10815145,-10.77750835,2.20649625,-0.265,1.484,-2.496
391501.963,-2.0397832,-8.482752249999999,2.0986231,-0.079,1.35,-2.67
391502.002,-2.18688295,-7.1980811,1.81423025,0.034,1.049,-2.816
391502.042,-2.1770763,-7.7276402,1.7357770499999998,0.125,0.938,-2.809
391502.083,-2.0397832,-9.218251,1.55925735,0.199,1.026,-2.521
391502.123,-2.16726965,-10.7480884,1.26505785,0.128,1.132,-1.948
391502.163,-2.6674088,-10.64021525,1.4219642499999998,-0.031,1.078,-1.283
391502.203,-3.0596748,-11.3364874,0.9414384,-0.178,0.864,-0.614
391502.243,-3.138128,-12.20927925,0.1569064,-0.366,0.362,0.025
391502.283,-2.34378935,-14.66094175,0.6276256,-0.638,-0.04,0.653
391502.323,-2.20649625,-12.7094184,0.50013915,-0.63,-0.264,1.288
391502.363,-2.4516625,-11.20900095,-0.1176798,-0.542,-0.984,1.713
391502.403,-1.7357770499999998,-15.13166095,-0.7453053999999999,-0.345,-1.753,2.033
391502.443,-0.6080123,-13.9646696,0.4216859499999999,-0.16,-1.904,2.293
391502.483,-0.1176798,-10.5519554,1.3533177,-0.11,-1.497,2.667
391502.523,-0.46091255,-8.18855275,1.30428445,-0.009,-1.298,3.003
391502.563,-0.67665885,-7.81590005,0.8237586,0.207,-1.346,3.091
391502.603,-0.7943386499999999,-7.737446849999999,0.4216859499999999,0.378,-1.424,2.903
391502.643,-1.0002783,-7.71783355,0.20593965,0.485,-1.38,2.34
391502.683,-1.32389775,-8.757338449999999,0.3138128,0.477,-1.031,1.387
391502.723,-1.3827376499999997,-10.228335949999998,0.34323275,0.362,-0.384,0.377
391502.763,-0.8629851999999999,-10.83634825,0.4314925999999999,0.17,0.09,-0.365
391502.803,-0.5883989999999999,-11.85623985,0.57859235,-0.08,0.449,-0.906
391502.843,-0.7943386499999999,-11.22861425,0.9414384,-0.267,0.739,-1.581
391502.883,-0.4118793,-9.91452315,1.569064,-0.222,1.022,-2.022
391502.923,-0.1569064,-11.42474725,1.2748645,-0.296,1.391,-2.166
391502.962,-0.5491724,-12.0033396,1.4709975,-0.251,1.687,-2.312
391503.002,-1.2552512,-9.4732239,1.36312435,-0.094,1.835,-2.421
391503.042,-2.0593965,-7.3549875,1.01008495,0.032,1.604,-2.501
391503.082,-2.3928226,-7.0215614,1.16699135,0.174,1.211,-2.552
391503.122,-2.53992235,-7.982613099999999,1.1571847,0.266,1.061,-2.495
391503.162,-2.69682875,-9.326124149999998,1.0198915999999998,0.338,1.021,-2.302
391503.202,-2.8439285,-10.85596155,0.8041453,0.315,0.869,-1.872
391503.242,-2.8047018999999995,-12.1798593,0.65704555,0.21,0.652,-1.161
391503.282,-2.71644205,-12.8663248,0.2255529499999999,-0.061,0.368,-0.26
391503.322,-2.61837555,-12.503478749999998,1.3533177,-0.493,0.265,0.447
391503.362,-3.0596748,-13.71950335,0.57859235,-0.509,0.274,0.906
391503.402,-3.12832135,-12.287732449999998,-1.2944778,-0.214,-0.73,1.263
391503.442,-1.6279039,-13.36646395,-0.9610517,-0.157,-1.85,1.827
391503.482,-0.63743225,-15.602380149999998,-0.1274864499999999,-0.035,-2.244,2.312
391503.522,-0.02941995,-12.4936721,0.7551120499999999,0.099,-1.888,2.789
391503.562,-0.0392266,-8.9828914,1.2356379,0.089,-1.429,3.16
391503.602,-0.2941994999999999,-7.4922806,0.91201845,0.214,-1.079,3.393
391503.642,-0.55897905,-7.36479415,0.1078731499999999,0.369,-1.056,3.353
391503.682,-0.8727918499999999,-7.54131385,-0.0980665,0.447,-1.152,2.833
391503.722,-1.04931155,-8.159132799999998,0.196133,0.428,-1.099,1.931
391503.762,-1.1964112999999998,-10.1008495,0.4903325,0.34,-0.83,0.818
391503.802,-0.3726526999999999,-10.89518815,0.980665,0.236,-0.449,-0.026
391503.842,-0.02941995,-11.75817335,1.2748645,-0.052,0.071,-0.619
391503.882,-0.7649187,-10.99325465,1.6082906,-0.394,0.594,-1.473
391503.922,-0.6864655000000001,-10.2381426,1.87307015,-0.415,0.869,-2.068
391503.961,-0.4314925999999999,-11.64049355,1.4317708999999998,-0.447,1.052,-2.331
391504.001,-0.7158854499999999,-11.16977435,1.5102240999999998,-0.428,1.259,-2.516
391504.041,-1.7063570999999995,-8.99269805,1.372931,-0.392,1.313,-2.662
391504.081,-2.0593965,-7.609960399999999,1.1179581,-0.242,1.002,-2.763
391504.121,-2.02997655,-7.22750105,1.46119085,-0.197,0.802,-2.702
391504.161,-2.1966896,-8.3748791,1.6867437999999997,-0.149,0.847,-2.545
391504.201,-2.5105024,-9.5516771,1.96133,-0.098,1.02,-2.294
391504.241,-2.93218835,-10.81673495,1.7259703999999998,-0.031,1.09,-1.816
391504.281,-3.14793465,-11.8072066,0.97085835,-0.001,0.931,-1.026
391504.321,-3.3146477,-12.748645,0.0980665,-0.157,0.353,-0.126
391504.361,-2.9027684,-14.56287525,0.7649187,-0.436,-0.1,0.553
391504.401,-2.5301157,-15.0826277,-0.1372931,-0.312,-0.413,1.252
391504.441,-1.93191005,-11.97391965,-0.16671305,-0.206,-1.04,1.852
391504.481,-1.0198915999999998,-15.50431365,-0.7060787999999999,-0.125,-1.494,2.489
391504.521,-0.3138128,-14.906108,-0.2941994999999999,0.059,-1.645,2.974
391504.561,-0.1569064,-10.9442214,0.784532,0.076,-1.371,3.266
391504.601,-0.4314925999999999,-8.6886919,0.91201845,0.1,-1.034,3.38
391504.641,-0.4511058999999999,-7.5118939,0.392266,0.283,-0.994,3.377
391504.681,-0.5099457999999999,-6.61948875,0.00980665,0.4,-1.068,3.097
391504.721,-0.6864655000000001,-6.36451585,0.04903325,0.41,-1.134,2.393
391504.761,-1.10815145,-7.080401299999999,0.1765196999999999,0.334,-0.953,1.391
391504.801,-1.55925735,-8.69849855,0.44129925,0.105,-0.517,0.145
391504.841,-1.32389775,-9.69877685,0.7453053999999999,-0.122,-0.048,-0.868
391504.881,-0.9022118,-9.6889702,1.2944778,-0.269,0.257,-1.414
391504.92,-1.16699135,-11.218807599999998,1.2748645,-0.306,0.628,-2.059
391504.96,-0.8629851999999999,-10.65982855,1.75539035,-0.242,1.137,-2.618
391505.0,-0.77472535,-10.64021525,1.61809725,-0.252,1.555,-2.692
391505.04,-1.4219642499999998,-14.03331615,0.61781895,-0.246,1.495,-2.805
391505.08,-1.5298374,-13.03303785,0.9218251,-0.108,1.272,-2.681
391505.12,-2.04958985,-9.62032365,1.4121575999999998,-0.036,1.032,-2.483
391505.16,-2.67721545,-7.384407449999999,1.6279039,0.081,0.728,-2.306
391505.2,-2.67721545,-7.2765343,1.6965504499999997,0.2,0.624,-2.089
391505.24,-2.8243152,-8.01203305,1.2944778,0.303,0.676,-1.837
391505.28,-3.0400615,-9.1986377,1.1375714,0.277,0.75,-1.508
391505.32,-3.4617474499999994,-10.56176205,0.8531785499999999,0.155,0.705,-1.035
391505.36,-3.40290755,-12.581931949999998,0.1274864499999999,0.068,0.336,-0.365
391505.4,-2.7066354,-14.26867575,0.04903325,-0.277,-0.066,0.49
391505.44,-1.89268345,-17.4166104,-0.1765196999999999,-0.519,-0.276,1.374
391505.48,-1.97113665,-12.503478749999998,0.2745862,-0.546,-0.6,2.082
391505.52,-1.99074995,-12.77806495,0.0,-0.453,-1.16,2.546
391505.56,-1.52003075,-13.905829699999998,-0.8237586,-0.124,-1.757,2.775
391505.6,-0.6668522,-11.97391965,-0.2255529499999999,0.036,-2.004,2.856
391505.64,-0.20593965,-9.8851032,0.61781895,0.083,-1.738,2.938
391505.68,-0.1863263499999999,-8.1983594,0.5982056499999999,0.167,-1.308,3.026
391505.72,-0.4118793,-6.943108199999999,-0.0588399,0.263,-1.129,2.877
391505.76,-0.5982056499999999,-6.38412915,-0.16671305,0.329,-1.155,2.354
391505.8,-0.91201845,-6.93330155,-0.06864655,0.33,-0.999,1.574
391505.84,-1.08853815,-8.8652116,0.2549728999999999,0.266,-0.64,0.557
391505.88,-0.63743225,-10.2773692,0.55897905,0.109,-0.185,-0.244
391505.919,-0.5099457999999999,-10.3754357,1.10815145,-0.138,0.203,-0.815
391505.959,-1.1375714,-12.0621795,1.04931155,-0.326,0.562,-1.66
391505.999,-0.784532,-10.87557485,1.6671305,-0.352,0.939,-2.342
391506.039,-0.8237586,-11.40513395,1.569064,-0.453,1.172,-2.668
391506.079,-1.1964112999999998,-12.581931949999998,1.5102240999999998,-0.44,1.151,-2.928
391506.119,-1.4513842,-10.7480884,1.75539035,-0.326,1.031,-2.932
391506.159,-2.1966896,-8.394492399999999,1.6082906,-0.198,0.734,-2.844
391506.199,-2.157463,-7.5707338,1.87307015,-0.034,0.565,-2.699
391506.239,-2.14765635,-8.36507245,1.81423025,0.073,0.746,-2.444
391506.279,-2.6281822,-9.2967042,1.5298374,0.097,0.956,-1.964
391506.319,-3.03025485,-10.1793027,1.1375714,0.06,0.965,-1.309
391506.359,-3.6088472,-10.7480884,0.67665885,-0.029,0.633,-0.725
391506.399,-3.2361945,-12.4152189,0.0882598499999999,-0.096,0.136,-0.115
391506.439,-2.4516625,-14.003896199999998,0.7649187,-0.368,-0.092,0.536
391506.479,-1.8044236,-16.455558699999997,0.5295591,-0.458,0.054,1.261
391506.519,-1.9024901,-12.6113519,0.2941994999999999,-0.404,-0.21,2.009
391506.559,-2.08881645,-14.003896199999998,-0.61781895,-0.303,-1.096,2.513
391506.599,-1.2356379,-14.36674225,-0.3530393999999999,-0.022,-1.878,2.757
391506.639,-0.2157462999999999,-11.34629405,0.8433718999999998,0.137,-1.847,2.952
391506.679,-0.0392266,-8.629852,1.3140911,0.221,-1.434,3.149
391506.719,-0.196133,-7.5511205,0.7551120499999999,0.368,-1.121,3.214
391506.759,-0.4216859499999999,-6.756781849999999,0.1470997499999999,0.463,-1.034,2.902
391506.799,-0.6864655000000001,-6.8450417,0.1569064,0.515,-0.954,2.227
391506.839,-1.0002783,-7.54131385,0.1569064,0.516,-0.657,1.323
391506.878,-1.06892485,-9.73800345,0.04903325,0.354,-0.297,0.368
391506.918,-0.5687857,-10.24794925,0.4118793,0.164,-0.086,-0.282
391506.958,-0.5982056499999999,-9.9635564,1.0591182,-0.078,0.263,-0.825
391507.0,-0.9414384,-11.44436055,1.2160246,-0.247,0.734,-1.615
391507.038,-0.61781895,-10.0616229,1.65732385,-0.344,1.083,-2.046
391507.078,-1.3827376499999997,-11.8072066,1.1964112999999998,-0.487,1.123,-2.52
391507.118,-1.5494507,-12.7094184,1.0983448,-0.431,1.044,-3.056
391507.158,-1.1964112999999998,-10.3558224,1.65732385,-0.36,1.063,-3.19
391507.198,-1.4513842,-7.81590005,1.91229675,-0.271,1.23,-3.061
391507.238,-1.75539035,-7.75706015,1.83384355,-0.153,1.319,-2.86
391507.278,-2.26533615,-8.9240515,1.4317708999999998,0.015,1.417,-2.633
391507.318,-2.9027684,-10.149882749999998,1.08853815,0.151,1.282,-2.335
391507.358,-3.2558078,-10.6304086,1.36312435,0.157,1.091,-1.867
391507.398,-3.55981395,-12.09159945,0.7158854499999999,0.129,0.8,-1.144
391507.438,-3.0989014,-12.7094184,0.3138128,-0.091,0.296,-0.132
391507.478,-2.3928226,-14.9257213,1.1571847,-0.51,0.371,0.783
391507.518,-2.36340265,-14.817848149999998,-0.32361945,-0.448,0.252,1.684
391507.558,-2.38301595,-12.758451649999998,-1.0591182,-0.452,-0.721,2.384
391507.598,-1.4121575999999998,-15.73967325,-1.0002783,-0.303,-1.724,2.897
